,accession,hit_id,hit_def,expect,score,positives,gaps
1064,3940,gnl|BL_ORD_ID|3940,"YLR276C DBP9 SGDID:S000004266, Chr XII from 696830-695046, Genome Release 64-3-1, reverse complement, Verified ORF, ""DEAD-box protein required for 27S rRNA processing; exhibits DNA, RNA and DNA/RNA helicase activities; ATPase activity shows preference for DNA over RNA; DNA helicase activity abolished by mutation in RNA-binding domain""",1.5803e-23,259.0,116,16
119,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",2.58809e-24,259.0,159,35
324,3940,gnl|BL_ORD_ID|3940,"YLR276C DBP9 SGDID:S000004266, Chr XII from 696830-695046, Genome Release 64-3-1, reverse complement, Verified ORF, ""DEAD-box protein required for 27S rRNA processing; exhibits DNA, RNA and DNA/RNA helicase activities; ATPase activity shows preference for DNA over RNA; DNA helicase activity abolished by mutation in RNA-binding domain""",1.63967e-23,259.0,116,16
875,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",2.57546e-24,258.0,127,6
929,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",2.57546e-24,258.0,127,6
902,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",2.57546e-24,258.0,127,6
814,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",1.51363e-24,257.0,158,39
1223,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",1.51363e-24,257.0,158,39
782,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",1.51363e-24,257.0,158,39
846,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",1.51363e-24,257.0,158,39
238,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",3.21007e-23,255.0,173,84
963,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",5.52284e-23,252.0,170,85
149,5440,gnl|BL_ORD_ID|5440,"YOR294W RRS1 SGDID:S000005820, Chr XV from 868340-868951, Genome Release 64-3-1, Verified ORF, ""Essential protein that binds ribosomal protein L11; required for nuclear export of the 60S pre-ribosomal subunit during ribosome biogenesis; localizes to the nucleolus and in foci along nuclear periphery; cooperates with Ebp2p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering; mouse homolog shows altered expression in Huntington's disease model mice""",3.90031e-26,252.0,88,15
21,3655,gnl|BL_ORD_ID|3655,"YLL008W DRS1 SGDID:S000003931, Chr XII from 131729-133987, Genome Release 64-3-1, Verified ORF, ""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",1.53049e-24,251.0,110,9
5,3731,gnl|BL_ORD_ID|3731,"YLR069C MEF1 SGDID:S000004059, Chr XII from 273915-271630, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial elongation factor involved in translational elongation""",9.53594e-23,251.0,88,6
1164,4735,gnl|BL_ORD_ID|4735,"YNL185C MRPL19 SGDID:S000005129, Chr XIV from 292669-292193, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ribosomal protein of the large subunit""",8.68701e-28,250.0,82,13
153,4355,gnl|BL_ORD_ID|4355,"YMR097C MTG1 SGDID:S000004703, Chr XIII from 460527-459424, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative GTPase peripheral to the mitochondrial inner membrane; essential for respiratory competence, likely functions in assembly of the large ribosomal subunit, has homologs in plants and animals""",8.45882e-25,250.0,135,30
721,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",1.29194e-22,244.0,182,95
6,3028,gnl|BL_ORD_ID|3028,"YJL102W MEF2 SGDID:S000003638, Chr X from 231301-233760, Genome Release 64-3-1, Verified ORF, ""Mitochondrial elongation factor involved in translational elongation""",8.52281e-22,244.0,95,12
326,347,gnl|BL_ORD_ID|347,"YBR142W MAK5 SGDID:S000000346, Chr II from 528317-530638, Genome Release 64-3-1, Verified ORF, ""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",2.89158e-21,242.0,122,24
1166,1204,gnl|BL_ORD_ID|1204,"YDR292C SRP101 SGDID:S000002700, Chr IV from 1045011-1043146, Genome Release 64-3-1, reverse complement, Verified ORF, ""Signal recognition particle (SRP) receptor alpha subunit; contain GTPase domains; involved in SRP-dependent protein targeting; interacts with the beta subunit, Srp102p""",4.16242e-22,242.0,152,46
1066,347,gnl|BL_ORD_ID|347,"YBR142W MAK5 SGDID:S000000346, Chr II from 528317-530638, Genome Release 64-3-1, Verified ORF, ""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",2.76494e-21,242.0,122,24
1133,3940,gnl|BL_ORD_ID|3940,"YLR276C DBP9 SGDID:S000004266, Chr XII from 696830-695046, Genome Release 64-3-1, reverse complement, Verified ORF, ""DEAD-box protein required for 27S rRNA processing; exhibits DNA, RNA and DNA/RNA helicase activities; ATPase activity shows preference for DNA over RNA; DNA helicase activity abolished by mutation in RNA-binding domain""",2.40475e-21,240.0,123,36
601,5899,gnl|BL_ORD_ID|5899,"YPR088C SRP54 SGDID:S000006292, Chr XVI from 713028-711403, Genome Release 64-3-1, reverse complement, Verified ORF, ""Signal recognition particle (SRP) subunit (homolog of mammalian SRP54); contains the signal sequence-binding activity of SRP, interacts with the SRP RNA, and mediates binding of SRP to signal receptor; contains GTPase domain""",1.00251e-21,240.0,106,24
662,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",2.81665e-21,239.0,174,93
58,1804,gnl|BL_ORD_ID|1804,"YFL002C SPB4 SGDID:S000001894, Chr VI from 146934-145114, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients""",8.43236e-22,238.0,170,52
59,1105,gnl|BL_ORD_ID|1105,"YDR194C MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate""",8.70597e-22,238.0,176,49
60,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",9.11184e-22,238.0,119,22
1106,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",1.66101e-20,233.0,168,81
401,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",5.19485e-21,230.0,155,39
1160,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",2.75134e-20,229.0,164,52
629,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",2.46956e-20,229.0,85,1
964,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",8.22854e-20,228.0,104,28
241,2455,gnl|BL_ORD_ID|2455,"YHL004W MRP4 SGDID:S000000996, Chr VIII from 99219-100403, Genome Release 64-3-1, Verified ORF, ""Mitochondrial ribosomal protein of the small subunit""",8.15022e-22,226.0,90,31
597,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",4.42242e-19,223.0,177,90
7,4753,gnl|BL_ORD_ID|4753,"YNL163C RIA1 SGDID:S000005107, Chr XIV from 330073-326741, Genome Release 64-3-1, reverse complement, Verified ORF, ""Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p, a guanine nucleotide exchange factor (GEF), promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes""",3.55386e-19,223.0,86,11
22,4556,gnl|BL_ORD_ID|4556,"YMR290C HAS1 SGDID:S000004903, Chr XIII from 851591-850074, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase; involved in the biogenesis of 40S and 60S ribosome subunits; localizes to both the nuclear periphery and nucleolus; highly enriched in nuclear pore complex fractions; constituent of 66S pre-ribosomal particles""",8.72536e-21,221.0,112,12
1068,1954,gnl|BL_ORD_ID|1954,"YGL171W ROK1 SGDID:S000003139, Chr VII from 182390-184084, Genome Release 64-3-1, Verified ORF, ""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0, A1, and A2, and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",9.77946e-19,219.0,116,28
328,1954,gnl|BL_ORD_ID|1954,"YGL171W ROK1 SGDID:S000003139, Chr VII from 182390-184084, Genome Release 64-3-1, Verified ORF, ""RNA-dependent ATPase; involved in pre-rRNA processing at sites A0, A1, and A2, and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation""",9.29509e-19,219.0,116,28
23,4805,gnl|BL_ORD_ID|4805,"YNL112W DBP2 SGDID:S000005056, Chr XIV from 413639-414911,415914-416281, Genome Release 64-3-1, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites""",4.0109e-20,216.0,111,17
317,3655,gnl|BL_ORD_ID|3655,"YLL008W DRS1 SGDID:S000003931, Chr XII from 131729-133987, Genome Release 64-3-1, Verified ORF, ""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",6.21915e-18,214.0,58,0
931,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",6.43898e-19,214.0,160,44
1057,3655,gnl|BL_ORD_ID|3655,"YLL008W DRS1 SGDID:S000003931, Chr XII from 131729-133987, Genome Release 64-3-1, Verified ORF, ""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",6.31665e-18,214.0,58,0
24,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",1.21009e-19,214.0,105,22
904,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",6.43898e-19,214.0,160,44
877,4951,gnl|BL_ORD_ID|4951,"YNR038W DBP6 SGDID:S000005321, Chr XIV from 695595-697484, Genome Release 64-3-1, Verified ORF, ""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",6.43898e-19,214.0,160,44
813,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",7.95708e-19,213.0,83,0
845,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",7.95708e-19,213.0,83,0
781,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",7.95708e-19,213.0,83,0
1222,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",7.95708e-19,213.0,83,0
332,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",3.56258e-18,211.0,108,34
1072,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",3.89443e-18,211.0,108,34
1070,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",3.89443e-18,211.0,108,34
330,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",3.56258e-18,211.0,108,34
1161,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",4.95081e-18,210.0,156,78
368,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",1.61265e-17,210.0,76,3
590,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",5.51418e-17,208.0,65,0
1135,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",2.24743e-17,207.0,159,73
319,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",9.1837e-17,202.0,56,4
1059,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",9.33161e-17,202.0,56,4
62,347,gnl|BL_ORD_ID|347,"YBR142W MAK5 SGDID:S000000346, Chr II from 528317-530638, Genome Release 64-3-1, Verified ORF, ""Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits""",3.713e-17,201.0,173,89
750,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",9.29556e-17,198.0,106,30
878,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",1.0359e-16,197.0,172,82
905,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",1.0359e-16,197.0,172,82
932,3519,gnl|BL_ORD_ID|3519,"YKR024C DBP7 SGDID:S000001732, Chr XI from 487372-485144, Genome Release 64-3-1, reverse complement, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",1.0359e-16,197.0,172,82
25,3940,gnl|BL_ORD_ID|3940,"YLR276C DBP9 SGDID:S000004266, Chr XII from 696830-695046, Genome Release 64-3-1, reverse complement, Verified ORF, ""DEAD-box protein required for 27S rRNA processing; exhibits DNA, RNA and DNA/RNA helicase activities; ATPase activity shows preference for DNA over RNA; DNA helicase activity abolished by mutation in RNA-binding domain""",1.32196e-17,197.0,104,17
745,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",1.38294e-16,197.0,69,3
716,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",1.49956e-16,196.0,69,3
211,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",1.2326e-15,192.0,80,16
26,837,gnl|BL_ORD_ID|837,"YDL084W SUB2 SGDID:S000002242, Chr IV from 305237-306577, Genome Release 64-3-1, Verified ORF, ""Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56; relocalizes from nucleus to cytoplasm upon DNA replication stress""",5.42633e-17,192.0,106,14
1224,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",2.47622e-16,192.0,158,77
847,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",2.47622e-16,192.0,158,77
783,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",2.47622e-16,192.0,158,77
815,2053,gnl|BL_ORD_ID|2053,"YGL064C MRH4 SGDID:S000003032, Chr VII from 383208-381523, Genome Release 64-3-1, reverse complement, Verified ORF, ""Mitochondrial ATP-dependent RNA helicase of the DEAD-box family; required for assembly of the large subunit of mitochondrial ribosomes; binds to the large subunit rRNA, 21S_rRNA; localizes to the matrix face of the mitochondrial inner membrane and associates with the large subunit precursor and with mature ribosomes""",2.47622e-16,192.0,158,77
1063,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",3.75672e-15,191.0,53,0
